file,speaker,turn,text_fluent,text_disfluent,start_time,end_time
sw2008,B,48,"In fact, I just got a new outfit as a gift that, it's one of those skorts, th-, it's shorts but it looks like a skirt.","In fact, _I_ _just_ _bought_ _, _ _I_ _, _ I just got a new outfit as a gift that, _um_, it's one of those skorts, _you_ _know_, th-, it's shorts but it looks like a skirt.",132.27975,140.532875
sw2008,B,62,"So, I'm, right now, today was in about the fifties.","_Yeah_ _. _ _Yeah_ _. _ So, I'm, _you_ _know_, _like_ right now, today was in about _, _ _you_ _know_ _, _ the fifties.",164.581,169.0155
sw2008,A,75,"This is pretty unseasonal, but, at least, we, it feels good, it gets, everybody doesn't have cabin fever today. It's nice to get, out and about.","This is pretty _un-_ _, _ unseasonal, but, _uh_, at least, we, _you_ _know_ _, _ _it_ _, _ _it_ _, _ it feels good, it gets, _uh_, everybody doesn't have cabin fever today. It's nice to get, out and about.",197.401,207.838125
sw2010,B,22,"I agree with that, I noticed yesterday in the paper, something said that it, I think it's been nominated for twelve awards and all the critics initially said that it wouldn't go anywhere, that it was just going to be a dud. So, it has surprised everybody.","I agree with that. _Um_, _I_ _, _ I noticed yesterday in the paper, something said that it, I think it's been nominated for twelve awards _and_ _, _ and all the critics initially said that _, _ _you_ _know_ _, _ it wouldn't go anywhere, that it was just going to be a dud. So, _it_ _, _ it has surprised everybody.",256.269625,263.583125
sw2010,A,23,"the interesting thing is I had heard that, and I tend to overreact occasionally when somebody tells me it's that great. and the thing is, it was a good story.","_Well_, the interesting thing _was_ is I had heard that, and _I_ _, _ _I_ _, _ I tend to _, _ _I_ _think_ _, _ overreact occasionally when somebody tells me it's that great. _And_ _, _ and _it_ _was_ _, _ the thing is, _it_ _was_ _, _ it was a good story.",194.60025,194.983625
sw2010,B,38,"It's suspenseful. I don't think it's very t-, there's not really any, blood and guts in it or anything like that. it's more suspense, the other one, SILENCE OF THE LAMBS, is kind of a gory movie, if somebody's not into that kind of stuff. it's pretty graphic at points. But, I think they're both excellent movies.","It's suspenseful. I don't think it's very t-, _I_ _mean_ _, _ there's not really any, _uh_, blood and guts in it or anything like that. _It_ _'s_ _, _ it's more suspense. _Um_, the other one, SILENCE OF THE LAMBS, is kind of _a_ _, _ a gory movie, _if_ _, _ if somebody's not into that kind of stuff. _It_ _'s_ _, _ it's pretty graphic at points. But, _uh_, I think they're both excellent movies.",266.790125,276.38125
sw2010,B,50,"I think he really, his heart was in it, but I don't think he really knew it was going to be as big as it was. I think it was something that he really wanted to do. He wanted to direct it, he wanted to star in it. he enjoyed the story line and I think he really wanted it. And whether it won all kinds of awards or whether it just was okay at the box office, I think he would have been happy. Because I think he did a good job the self-satisfaction he got out of it is much greater than any awards that they can give him.","_I_ _think_ _that_ _, _ I think he really, his heart was in it, but _I_ _, _ I don't think he really knew it was going to be as big as it was. I think it was something that he really wanted to do. He wanted to direct it, he wanted _to_ _, _ to star in it. _You_ _know_ _, _ _he_ _, _ he enjoyed the story line and I think _he_ _just_ _really_ _w-_ _, _ he really wanted it. And _whether_ _it_ _, _ whether it won all kinds of awards or whether it just was okay at the box office, I think he would have been happy. Because _I_ _think_ _that_ _, _ I think he did a good job _and_ _, _ _and_ the self-satisfaction he got out of it is much greater than any awards that they can give him.",276.38125,276.898375
sw2012,A,15,"I think they prey on people's, inherent politeness on the phone even with the machine. I find people being kind of polite and waiting for it to finish what it has to say, and then they feel an obligation to respond even though there's not even a person there.","I think they prey on people's, _um_, inherent politeness on the phone even with the machine. I find people being kind of polite and waiting for it to finish what it has to say, and then they feel an obligation to respond even though there's not even a person there.",121.70925,136.281875
sw2012,A,25,"presumably those who find out such information, if they are doing it, I would prefer not to be known, and the classic, C I A conspiracy theories or whatever, would have such parties trying to do it without your knowledge. So there's, things that invade that second type of privacy where you do know about them and possibly things that invade that second type of privacy without you knowing about it, and I can't talk about the second one other than to generate paranoia. It's a surmise and, I'd like to think that it's quite low, at least in this country.","_Well_, presumably those who find out such information, if they are doing it, I would prefer _to_ not to be known, and _, _ _I_ _mean_ _, _ _you_ _know_ _, _ the classic, _oh_ _, _ _I_ _do_ _n't_ _know_ C I A conspiracy theories or whatever, would have such parties trying to do it without your knowledge. So there's, things that invade that second type of privacy where you do know about them and possibly things that invade that second type of privacy without you knowing about it, and I can't talk about the second one other than _to_ _, _ _to_ _, _ to generate paranoia. It's a surmise and, I'd like to think that it's quite low, at least in this country.",172.607875,206.21
sw2012,B,40,the other side of that might be if someone found out something or surmised something that weren't true then I would feel probably more invaded in the gossipy sort of sense.,"_Um_, _the_ _, _ the other side of that might be _if_ _, _ if someone found out something or surmised something that weren't true then I would feel probably more invaded in the gossipy sort of sense.",255.5275,264.7375
sw2012,B,50,"But then if it turns out to generate incorrect things, that's even worse or if my call rate of eight or so a week went up even higher because, someone had,","But then if it turns out to generate incorrect things, that's even worse _so_ _, _ or if my call rate _of_ _, _ of eight _t-_ _, _ or so a week went up even higher because, _uh_, someone _had_ _, _ had,",299.658125,310.972
sw2012,A,61,"And, one of the problems with the Lotus data base was, that it was uncontrolled access to who would have that information. they said they would give it out to only select companies, just like software is only given out to customers, you can't believe that.","_Yeah_ _. _ And, _um_, one of the problems with the Lotus data base was, _um_, that it was uncontrolled access to who would have that information. _I_ _mean_ _, _ they said they would give it out to only select companies _but_, _um_ _, _ _you_ _know_ _, _ just like software is only given out to customers, _I_ _mean_ _, _ you can't believe that.",319.4205,335.61925
sw2012,A,63,"it would be pirated and they wouldn't bother to check that carefully anyway to someone who's offering full cash price, for it.","_It_ _would_ _, _ it would be pirated and they wouldn't bother to check that carefully anyway to someone who's offering _, _ _you_ _know_ _, _ full cash price, for it.",336.30925,344.89025
sw2012,A,65,"you can't tell it, what a company really has to do with it and there's something rather ominous about having virtually anyone, any hacker being able to know what your income is, what your spending habits are, and that hacker just has to get in touch with the sneak thief and suddenly what started as an invasion of privacy can be an invasion of your actual home.","_I_ _mean_ _, _ _you_ _know_ _, _ you can't tell it, what a company really has to do with it and there's something rather ominous about having virtually anyone, any hacker being able to know what your income is, what your spending habits are, _and_ _, _ _you_ _know_ _, _ _and_ _, _ and that hacker just has to get _in_ _to_ _, _ in touch with the sneak thief and suddenly _and_ _then_ what started as an invasion of privacy can be an invasion of your actual home.",344.89025,365.623375
sw2012,A,71,"I also thought about it, waiting to talk to you that, another thing that occurred to me is there is not so much invasion of my privacy because I know how to behave such that there isn't. But I realized I have to behave in a certain way in order to not have people invade my privacy. If I deviate from social norms of behavior, if I run up and down the street yelling or something, someone's going to invade my privacy very quickly.","_Uh-huh_ _. _ I also thought about it, _was_ _of_ _, _ _uh_, waiting to talk to you that, another thing that occurred to me is there is not so much invasion of my privacy because I know how to behave such that there isn't. But I realized I have to behave in a certain way in order to not have people invade my privacy. If I deviate from social norms of behavior, if I run up and down the street yelling or something, someone's going to invade my privacy very quickly.",377.28675,402.85675
sw2012,A,87,"Whereas in this country where everyone respects the closed doors very much, if you go out and then act like the lunatic you violate, the norms of, public behavior, people start paying attention to you very much and they start asking questions and in the sense are invading your privacy although, if you know what the social norms are quote unquote, you asked for it. But it does mean that you have yet another reason to follow a set of social norms.","Whereas in this country where everyone respects the closed doors very much, if you go out and then act like the lunatic _you_ _, _ you violate _the_ _, _ _uh_, the norms _of_ _social_ _, _ of, _um_, public behavior. _Um_, people start paying attention to you very much and they start asking questions and in the sense are _invite-_ _, _ _invade_ _, _ invading your privacy although, if you know what the social norms are _, _ _you_ _know_ _, _ quote unquote, you asked for it. But it does mean that you have yet another reason to follow a set of social norms.",457.4385,485.33225
sw2012,B,98,That's interesting. are there any other specific things where you feel your privacy to be invaded on a day-to-day basis or either on a growing frequency?,"That's interesting. _Are_ _th-_ _, _ are there any other specific things _that_ _, _ _that_ _you_ _feel_ _like_ _, _ _where_ _, _ where you feel your privacy to be invaded on a day-to-day basis or either on a growing frequency?",549.252125,560.598625
sw2012,A,99,"All the other classic examples, the Jehovah's Witness or Mormons or someone knocking at the front door, which is more intrusive because I have to really tell someone to go away. And there's that sense of, I have now opened my door they now see what I look like, what I live like and they're doing something that normally I really only invite, people to.","All _the_ _class-_ _, _ the other classic examples, the Jehovah's Witness _or_ _, _ or Mormons or someone knocking at the front door, _um_, which is more intrusive because I have to really tell someone to go away. And there's that sense of, I have now opened my door they now see what I look like, what I live like _and_ _nor-_ _, _ and they're doing something that normally I really only invite, people to.",562.06375,585.094125
sw2012,A,101,"Because, any friend, anyone I give my number to is welcome to call me, but no one is just welcome to come by my house. So that is more of a sense of invasion.","Because _I_, _any_ _, _ _anyone_ _, _ any friend, anyone I give my number to is welcome to call me, but no one is just welcome to come by my house. So that is more of a sense of invasion.",585.484125,595.040625
sw2015,B,18,"that's true. Living in an apartment complex though, you can't really stop those people from coming around even though they put up signs out front that says no solicitations, but they still come up to the front door and, walk around. So, usually what I do is I'll call the apartment manager and tell them, there's people coming around, and they're trying to sell something or they're from a religious organization and I really hate that. I really, really do. I had somebody come to the door about two weeks ago and, it was about nine o'clock at night, too. It wasn't even what I would consider family hours, time to start going to bed, and it was somebody from, the, Jesus Christ of Latter Day Saints, and, I've read a lot about, that particular sect and I don't particularly care for it, so I especially don't like for them to come up to my door and try and talk to me.","_Uh-huh_ _, _ _uh-huh_ _. _ _Yeah_ _, _ that's true. Living in an apartment complex though _, _ _you_ _know_ _you_ _ca_ _n't_ _, _ _um_, you can't really stop those people from coming around even though they put up signs out front that says no solicitations, _uh_, but they still come up to the front door and, _uh_ _, _ _you_ _know_ _, _ walk around. So, usually what I do is I'll call the apartment manager and tell them _hey_, there's people coming around _, _ _you_ _know_, and they're trying to sell something _or_ _, _ or they're from a religious organization and I really hate that. I really, really do. I had somebody come to the door about two weeks ago and, _uh_, _gosh_ it was about nine o'clock at night, too. It wasn't even what I would consider _, _ _you_ _know_ _, _ family hours, time to _, _ _you_ _know_ _, _ start going to bed _and_ _uh_, and it was somebody from, _um_ _, _ _oh_ _what_ _was_ _it_ _, _ the, _uh_, Jesus Christ of Latter Day Saints, and _uh_, I've read a lot about, _uh_, that particular sect and I don't particularly care for it, so I especially don't like for them to come up to my door _and_ _, _ and try and talk to me.",142.841,210.050625
sw2015,B,20,"I agree with you there. If they want to choose that particular religion that's fine with me too as long as they don't try and pull me in and drag me in. and I don't like the way that they do it either, and, it's their mission that they do it. They go door to door and they go out into the public and they actually have the, teenagers serving two years in an army and two years in going around and doing missionary type work and, I don't know, I just, don't particularly care for that at all. And that's one thing that I feel really strongly about though, is, people coming up to my door, and especially religious organizations and wanting to try and get me to join or become interested in their religion, because I have my own.","_Yeah_ _, _ _yeah_ _, _ _no_ _, _ _I_ _, _ I agree with you there. If they want to choose that particular religion that's fine with me too _, _ _you_ _know_ _, _ as long as they don't try and pull me in and drag me in. _And_ _, _ and I don't like the way that they do it either, _and_ _, _ and, it's their mission that they do it. They go door to door and they go out into the public and they actually have the, _uh_, teenagers serving two years _like_ _you_ _would_ _say_ _like_ in an army and two years in going around and doing missionary type work and, _uh_, I don't know, I just, _um_, don't particularly care for that at all. And _that_ _, _ that's one thing that I feel really strongly about though, is, _uh_ _, _ _you_ _know_ _, _ people coming up to my door, and especially religious organizations and wanting _to_ _uh_ _, _ _you_ _know_ _, _ to try and get me to join or _, _ _you_ _know_ _, _ become interested in their religion, because I have my own.",231.3865,273.790125
sw2015,B,22,"that's true, I didn't go that far but, I probably could do the same thing, I don't have a storm door, but I'm sure I could rig up something. But I don't think that that would stop people. it's like they see that word and it says go, instead of stop.","_Yeah_ _, _ _yeah_ _, _ that's true, _yeah_ _. _ _No_ _I_ _do_ _n't_ _, _ _uh_ _, _ _I_ _do_ _n't_ _have_ _, _ I didn't go that far but, _uh_, _yeah_ I probably could do the same thing, _uh_ _, _ _you_ _know_, I don't have a storm door, but I'm sure I could rig up something. But _you_ _know_ I don't think that that would stop people. _I_ _, _ it's like they see that word and it says go, instead of stop. _Oh_ _, _ _goodness_ _. _",296.091125,316.06275
sw2015,B,30,"I know, but I remember you talked about something, you started off and said, let me think, you talked about the telephone calls and people coming and soliciting and selling things at the door. You said something else. I can't remember what it was, and I thought yeah, that kind of touched a nerve right there, but, we got to talking about the, people coming to you at the front door.","I know, but I remember _you_ _, _ you talked about something, you started off and said, _well_ let me think, you talked about the telephone calls and people coming and soliciting and selling things at the door. You said something else. I can't remember what it was, and I thought yeah, _that_ _, _ that kind of touched a nerve right there, but _we_ _got_ _uh_, we got to talking about the, _uh_, _uh_, people coming to you at the front door.",342.827625,368.85825
sw2018,B,61,"Or, a lot of women I know now and, one of my supervisors, when she went on L O A to have her baby, we hooked up, a terminal at her house and we could send her messages, and she kept in touch like that, and basically, just worked out of her house.","Or, a lot of women I know now and _my_ _, _ _uh_, one of my supervisors, when she went on L O A to have her baby, we hooked up, _uh_, _uh_, a terminal at her house and _she_ _, _ _you_ _know_ _, _ we could send her messages, _and_ _, _ and she kept in touch like that, and basically, just worked out of her house.",169.553375,184.53875
sw2018,A,86,"it is, it is, both of ours is school age, but we don't want to miss any of those P T A -s and all of that.","_Oh_, it is, it is, _well_ both of ours is school age, but we don't want to miss any of those P T A -s and _, _ _you_ _know_ _, _ all of that.",242.915375,251.340375
sw2020,A,3,"I mostly listen to popular music. I, listen to it all the time in my car, so, I tend to be one of those people who switches stations a lot because I don't like commercials. But, I find myself listening to popular music,","_Well_, I mostly listen to popular music. I, _uh_, listen to it all the time _in_ _, _ in my car, so, _I_ _, _ I tend to be one of those people who switches stations a lot because I don't like commercials. But, _uh_, I find myself listening to popular music,",9.94,24.983625
sw2020,B,20,"I don't really have anything against rap music. I, the one thing I do object to about rap music is when it becomes militant, or, if it's, violence oriented.","_Yeah_ _. _ _Well_, _I_ _, _ I don't really have anything against rap music. I, the one thing I do object to about rap music _is_ _, _ is when it becomes militant, or, if it's, _uh_, violence oriented.",93.427125,105.672375
sw2020,B,24,"I have strong objections to that, actually I listen to, one time I remember I,","_I_ _, _ I have strong objections to that. _Um_, actually I listen to, one time I remember _, _ _this_ _was_ _back_ _when_ _, _ _even_ _, _ _uh_ _, _ _I_ _would_ _say_ _about_ _ten_ _or_ _fifteen_ _years_ _ago_ I,",105.969,121.218125
sw2020,B,32,"And, it was about, the piece of music was about forty or fifty years old. And, it was incredible the parallel between it and rap.","And, _uh_, it was about, _the_ _, _ _the_ _piece_ _of_ _music_ _, _ the piece of music was _about_ _, _ _I_ _think_ about forty or fifty years old. And, it was incredible _, _ _I_ _mean_ _, _ the parallel _, _ _you_ _know_ _, _ between it and rap.",128.403625,138.26075
sw2020,B,34,"And, you listen a lot, if you hear a lot of old gospel, especially, the black gospel. you can really pick it up,","And, _um_, _you_ _, _ you listen a lot, _if_ _you_ _, _ if you hear a lot of old gospel, _uh_, _uh_, especially _well_, the black gospel. _You_ _know_ _, _ _you_ _will_ _, _ _you_ _know_ _, _ you can really pick it up _. _ _I_ _mean_,",138.860125,149.6175
sw2020,B,64,"I, there are so many different songs, the whole thing about cover versions a lot of times. I've heard some songs that I just thought were horrendous cover versions of, I'm I don't want to listen to this. Because you think of the original is,","_I_ _mean_ _I_ _, _ I, _there_ _are_ _a_ _lot_ _, _ there are so many different songs, _I_ _mean_ _like_ the whole thing about cover versions a lot of times. _I_ _mean_ I've heard some songs _that_ _, _ that I just thought were horrendous cover versions of, I'm _like_ _, _ _you_ _know_ _, _ _I_ _, _ I don't want to listen to this. Because _you_ _know_ _, _ you think of the original is _like_,",258.24275,274.070625
sw2020,B,104,"really that's not world music. But, what Paul Simon's doing is great because he's using eclectic drawing from a lot of different sources and making a synthesis of a new type of music.","_Well_ _, _ _you_ _know_ _, _ really that's not world music. But, _what_ _, _ what Paul Simon's doing _, _ _I_ _think_ _is_ _, _ _is_ _, _ is great because he's _, _ _you_ _know_ _I_ _think_ _, _ _I_ _think_ _that_ using _, _ _I_ _guess_ _what_ _they_ _call_ _it_ _is_ eclectic _, _ _you_ _know_ _. _ drawing from a lot of different sources and making _, _ _you_ _know_ _, _ a synthesis of a new type of music. _Um_ _, _",415.3205,434.216375
sw2020,B,110,"for example, let's say you're taking an original Brazilian form of music with a certain style, and then you try to make it a little bit more listenable for another audience a North American.","_Uh_, for example, let's say you're taking _like_ an original Brazilian form of music _and_ _, _ with a certain style, and then you try to make it a little bit more listenable for _, _ _let_ _'s_ _say_ another audience _, _ _let_ _'s_ _say_ a North American.",449.252125,463.81425
sw2020,B,118,"I think, and it's the same way with, world music takes the forms that have really been, the cream of the crop, and then taking those qualities, and then applying, in the styles, that are extremely enjoyable, and then taking,","_I_ _, _ I think, _you_ _know_, and it's the same way with, _you_ _know_, world music takes the forms that have really been, _um_, _I_ _guess_ _, _ _I_ _you_ _know_ _, _ _the_ _best_ _example_ _or_ _, _ _you_ _know_ _, _ the cream of the crop, _I_ _guess_ _you_ _could_ _say_, _and_ _then_ _, _ and then taking _those_ _, _ those qualities, and then applying, in the styles, _that_ _are_ _really_ _, _ _um_, that are extremely enjoyable, and then taking,",485.24625,509.3705
sw2020,B,120,"it becomes a kind of music of its own. when you listen to it, it's, I think that they don't use, elec-, some of it, it's, they use electronic and acoustic interchangeably,","_Yeah_ _, _ _yeah_ _, _ it becomes a kind of music of its own. _I_ _mean_ _, _ when you listen to it, it's _um_, _uh_, I think that they don't use, elec-, some of it, it's, they use electronic and acoustic interchangeably,",511.8405,524.498375
sw2022,B,12,"we've, taken how much we have write down how much we have coming in each month and then, we've, at the beginning of the year we sat down and determined how much we could spend. We made up different accounts, we've set a budget for each household expenses, or food, and clothing and entertainment and then our own fun money and just stuff like that and then each time we spend something, we write down in a book and at the end of the month we tally it up to see how close we we try to stay within a certain budget, so.","_Uh_, _we_ _'ve_ _, _ we've, _uh_, taken how much we have _, _ _you_ _know_ _, _ write down how much we have coming in each month and then, _uh_, we've, at the beginning of the year we sat down and determined how much we could spend. We _sat_ _dow-_ _, _ made up different accounts _like_ _, _ _you_ _know_, we've set a budget for each _, _ _you_ _know_ _, _ household expenses, or food, and clothing and entertainment and then _our_ _, _ our own fun money and just stuff like that and then _we_ _write_ _down_ _each_ _, _ each time we spend something, we write down in a book and at the end of the month we tally it up to see how close we _, _ _you_ _know_ _we_ _, _ we try to stay within a certain budget, so.",53.135,86.623375
sw2022,B,18,"I have to stay within it, so I, and then we have that, if something comes up and you can't stay within it then we have, a budget for we call our slush fund or something and an unexpected comes up, then you don't feel so strapped.","_Yeah_ _, _ _yeah_ _, _ _I_ _stay_ _wi-_ _, _ I have to stay within it, so I _, _ _you_ _know_, and then we have that _, _ _you_ _know_, _if_ _you_ _ca_ _n't_ _stay_ _, _ if something comes up and you can't stay within it then we have, _uh_ _, _ _you_ _know_ _, _ a budget for _, _ _you_ _know_ _, _ _like_ we call our slush fund or something and _some-_ _, _ an unexpected comes up, then _you_ _'re_ _not_ _, _ _you_ _know_ _, _ you don't feel _it_ so strapped.",99.752375,117.93225
sw2022,A,21,"That's a good choice, we're trying to, do that this year. We've budgeted the money that we were spending on a CODA account with T I and then money we were also buying stock with for that year, we've taken that this year, and said we're going to pay off all of our credit cards","That's a good choice, _we_ _'ve_ _been_ _trying_ _, _ we're trying to, _uh_, do that this year. We've budgeted the money that _we_ _used_ _to_ _spend_ _, _ we were spending on a CODA account with T I and then money we were also buying stock with for that year, we've taken that this year, and said we're going to pay off all of our credit cards",125.51275,141.575625
sw2022,A,39,"mostly what we've done the, CODA account with T I where we put in so much a month, and then they, or so much a pay check and then they match it.","_Yeah_ _, _ mostly what _we_ _'re_ _doing_ _, _ _we_ _'ve_ _worked_ _, _ we've done the, _uh_, CODA account with T I where _they_ _, _ we put in so much a month, and then they, or so much a pay check and then they match it.",181.413375,189.878375
