file,transcript_standard,transcript_disfluent,audio_id,reference_fluent,reference_disfluent,wer_standard_vs_fluent,s_standard_vs_fluent,d_standard_vs_fluent,i_standard_vs_fluent,s_rate_standard_vs_fluent,d_rate_standard_vs_fluent,i_rate_standard_vs_fluent,ref_words_standard_vs_fluent,wer_disfluent_vs_fluent,s_disfluent_vs_fluent,d_disfluent_vs_fluent,i_disfluent_vs_fluent,s_rate_disfluent_vs_fluent,d_rate_disfluent_vs_fluent,i_rate_disfluent_vs_fluent,ref_words_disfluent_vs_fluent,wer_standard_vs_disfluent,s_standard_vs_disfluent,d_standard_vs_disfluent,i_standard_vs_disfluent,s_rate_standard_vs_disfluent,d_rate_standard_vs_disfluent,i_rate_standard_vs_disfluent,ref_words_standard_vs_disfluent,wer_disfluent_vs_disfluent,s_disfluent_vs_disfluent,d_disfluent_vs_disfluent,i_disfluent_vs_disfluent,s_rate_disfluent_vs_disfluent,d_rate_disfluent_vs_disfluent,i_rate_disfluent_vs_disfluent,ref_words_disfluent_vs_disfluent
sw02005_A_55.wav,"you know, whether it was just, you know, giving money or whether it was actually taking part in in a lot of the decision making, you know, like finding a a proper nursing home.","you know, whether it was just, you know, giving money or whether it was actually taking part in in a lot of the decision making, you know, like finding a a proper nursing home.",sw2005_a_55,"whether it was just giving money or whether it was actually taking part in a lot, of the decision making like finding a proper nursing home.","_You_ _know_ _, _ whether it was just _, _ _you_ _know_ _, _ giving money or whether it was actually taking part in a lot, of the decision making _, _ _you_ _know_ _, _ like finding a proper nursing home.",0.3076923076923077,0,0,8,0.0,0.0,0.3076923076923077,26,0.3076923076923077,0,0,8,0.0,0.0,0.3076923076923077,26,0.0625,0,0,2,0.0,0.0,0.0625,32,0.0625,0,0,2,0.0,0.0,0.0625,32
sw02005_A_65.wav,"So, so I mean it I mean I I I I har- I I truly wish that if something like that were to happen that my children would do something like that for me.","So, so I mean it I mean I I've I I har I I truly wish that if something like that were to happen that my children would do something like that for me.",sw2005_a_65,"so, it, I truly wish that if something like that were to happen that my children would do something like, that for me.","_So_ _, _ so, _I_ _mean_ _, _ it, _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _, _ _I_ _har-_ _, _ _I_ _, _ I truly wish that if something like that were to happen that my children would do something like, that for me.",0.4782608695652174,0,0,11,0.0,0.0,0.4782608695652174,23,0.4782608695652174,0,0,11,0.0,0.0,0.4782608695652174,23,0.0,0,0,0,0.0,0.0,0.0,34,0.029411764705882353,1,0,0,0.029411764705882353,0.0,0.0,34
sw02005_A_81.wav,"Yeah. Yeah. Well, with my with my grandmother, I think it was it was such that uh that she did not have the problem with she was very well aware and her daughter came and visited her.","Yeah. Yeah, well, with my with my grandmother, I think it was it was such that uh that she did not have the problem with she was very well aware and her daughter came and visited her.",sw2005_a_81,"with my grandmother it was such, that she did not have the problem with, she was very well aware and her daughter came and visited her","_Yeah_ _. _ _Yeah_ _. _ _Well_, _with_ _my_ _, _ with my grandmother _I_ _think_ _it_ _was_ _, _ it was such _that_ _, _ _uh_, that she did not have the problem with, she was very well aware and her daughter came and visited her",0.4230769230769231,0,0,11,0.0,0.0,0.4230769230769231,26,0.4230769230769231,0,0,11,0.0,0.0,0.4230769230769231,26,0.0,0,0,0,0.0,0.0,0.0,37,0.0,0,0,0,0.0,0.0,0.0,37
sw02005_A_93.wav,"And, um, I mean, but she was truly, she was truly aware. I mean, I I I don't know how I would how I would deal if if one of my parents came with with Alzheimer's or something like that, which is which is far more devastating.","and, um, I mean, but she was truly, she was truly aware. I mean, I I I don't know how I would how I would deal if if one of my parents came with with Alzheimer's or something like that, which is which is far more devastating.",sw2005_a_93,"And, but she was truly aware. I don't know how I would deal if one of my parents came with Alzheimer's. or something like, that which is far more devastating.","And, _um_, _I_ _mean_ _, _ but _she_ _was_ _truly_ _, _ she was truly aware. _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _di-_ _, _ I don't know _how_ _I_ _would_ _, _ how I would deal if one of my parents came _with_ _, _ with Alzheimer's. or something like, that _which_ _is_ _, _ which is far more devastating.",0.5666666666666667,0,0,17,0.0,0.0,0.5666666666666667,30,0.5666666666666667,0,0,17,0.0,0.0,0.5666666666666667,30,0.0625,0,2,1,0.0,0.041666666666666664,0.020833333333333332,48,0.0625,0,2,1,0.0,0.041666666666666664,0.020833333333333332,48
sw02005_A_99.wav,"And um, I I I think that what one thing that that they were really concerned with probably was the fact it wasn't necessarily, you know, like the quantity of care, but the quality","and um, I I I think that what one thing that that they were really concerned with probably was the fact it wasn't necessarily, you know, like the quantity of care, but the quality",sw2005_a_99,"And, I think that one thing that they were concerned probably was the fact it wasn't necessarily the quantity of care but the quality of, care.","And, _um_, _I_ _, _ _I_ _, _ I think that _what_ one thing that they were concerned probably was the fact it wasn't necessarily _, _ _you_ _know_ _, _ _like_ the quantity of care but the quality of, care.",0.46153846153846156,0,2,10,0.0,0.07692307692307693,0.38461538461538464,26,0.46153846153846156,0,2,10,0.0,0.07692307692307693,0.38461538461538464,26,0.15151515151515152,0,2,3,0.0,0.06060606060606061,0.09090909090909091,33,0.15151515151515152,0,2,3,0.0,0.06060606060606061,0.09090909090909091,33
sw02005_B_14.wav,"you know, is there something else we could have done, you know, and checking out all the places that uh might be available. Of course, as you know, there's not one on every corner, especially in, you know, smaller area, smaller","you know, there's something else we could have done, you know, and checking out all the places that uh might be available. Of course, as you know, there's not one on every corner, especially in, you know, smaller area, smaller",sw2005_b_14,"is there something else we could have done in checking out all the places that, might be available. Of course there's not one on every corner, especially smaller areas, smaller towns.","_You_ _know_ _, _ is there something else we could have done _, _ _you_ _know_ _, _ in checking out all the places that, _uh_, might be available. Of course _, _ _you_ _know_ _, _ there's not one on every corner, especially _, _ _you_ _know_ _, _ smaller areas, smaller towns.",0.45161290322580644,2,1,11,0.06451612903225806,0.03225806451612903,0.3548387096774194,31,0.4838709677419355,4,1,10,0.12903225806451613,0.03225806451612903,0.3225806451612903,31,0.125,2,1,2,0.05,0.025,0.05,40,0.175,3,2,2,0.075,0.05,0.05,40
sw02005_B_2.wav,"Well, of course, you know, it's the one of the last few things in the world you'd ever want to do, you know, unless it's just, you know, really, you know, for their, uh, you know, for their own good.","Well, of course, it's, you know, it's the one of the last few things in the world you'd ever want to do. You know, unless it's just, you know, really, you know, for and for their uh, you know, for their own good.",sw2005_b_2,"of course, it's one of the last few things in the world you'd ever want to do Unless it's just really, for their own good.","_Well_, of course, _it_ _'s_ _, _ _you_ _know_ _, _ it's one of the last few things in the world you'd ever want to do _, _ _you_ _know_ _. _ Unless it's just _, _ _you_ _know_ _, _ really _, _ _you_ _know_ _, _ _and_, _uh_, _for_ _their_ _, _ _uh_ _, _ _you_ _know_ _, _ for their own good.",0.6,0,0,15,0.0,0.0,0.6,25,0.72,0,0,18,0.0,0.0,0.72,25,0.11627906976744186,0,4,1,0.0,0.09302325581395349,0.023255813953488372,43,0.11627906976744186,1,2,2,0.023255813953488372,0.046511627906976744,0.046511627906976744,43
sw02005_B_4.wav,"I'd be very, very careful in uh, you know, checking them out. Uh, I had to place my mother in a nursing home. She had a rather massive stroke about uh, uh, eight months ago, I guess.","I'd be very, very careful in uh, you know, checking them out. Uh, I had to place my mother in a nursing home. She had a rather massive stroke about uh, uh, eight months ago, I guess.",sw2005_b_4,"I'd be very very careful checking them out, our, had t-, place my mother in a nursing home. She had a rather massive stroke, about, eight months ago.","I'd be very very careful _and_ _, _ _uh_ _, _ _you_ _know_ _, _ checking them out. _Uh_, our, had t-, place my mother in a nursing home. She had a rather massive stroke _about_ _, _ _uh_, about _uh_, eight months ago _I_ _guess_.",0.39285714285714285,2,0,9,0.07142857142857142,0.0,0.32142857142857145,28,0.39285714285714285,2,0,9,0.07142857142857142,0.0,0.32142857142857145,28,0.10526315789473684,3,1,0,0.07894736842105263,0.02631578947368421,0.0,38,0.10526315789473684,3,1,0,0.07894736842105263,0.02631578947368421,0.0,38
sw02005_B_8.wav,"So I was very comfortable, you know, in doing it when it got to the point that we had to do it. But there's, well, I had an occasion for my uh mother-in-law who had fell and needed to be, you know, could not take care of herself anymore and was confined to a nursing home for a while. That was really not a very good experience. Uh, it had to be done in a hurry. I mean, we didn't have, you know, like six months to check all these places out. And it was really not not a very good uh deal.","So I was very comfortable, you know, in in doing it when it got to the point that we had to do it. But there's, well, I had an occasion for my uh mother-in-law who had fell and needed to be, you know, could not take care of herself anymore and was confined to a nursing home for a while. That was really not a very good experience. Uh, it had to be done in a hurry. I mean, we didn't have, you know, like six months to check all these places out. And it was really not not a very good uh deal.",sw2005_b_8,"So, I was very comfortable in doing it when it got to the point that we had to do it. But there's, I had an occasion for my mother-in-law who had fell and could not take care of herself anymore, was confined to a nursing home for a while that was really not a very good experience, it had to be done in a hurry. we didn't have six months to check all of these places out. And it was really not very good, deal.","So, I was very comfortable _, _ _you_ _know_ _, _ in doing it when it got to the point that we had to do it. But there's, _well_, I had an occasion for my mother-in-law who had fell and _needed_ _to_ _be_ _, _ _you_ _know_ _, _ could not take care of herself anymore, was confined to a nursing home for a while that was really not a very good experience. _Uh_, it had to be done in a hurry. _I_ _mean_ _, _ we didn't have _, _ _you_ _know_ _, _ _like_ six months to check all of these places out. And it was really _not_ _, _ not very good, _uh_, deal.",0.23529411764705882,0,1,19,0.0,0.011764705882352941,0.2235294117647059,85,0.24705882352941178,0,1,20,0.0,0.011764705882352941,0.23529411764705882,85,0.039603960396039604,0,1,3,0.0,0.009900990099009901,0.0297029702970297,101,0.04950495049504951,0,1,4,0.0,0.009900990099009901,0.039603960396039604,101
sw02008_A_19.wav,"I've recently um tried to update my wardrobe, trying to put suits together that I can interchange the jackets and the blouses.","I've recently um tried to update my wardrobe, trying to put suits together that I can interchange the jackets and the blouses.",sw2008_a_19,"I've recently, tried to update my wardrobe, trying to put suits together that I can interchange, the, jackets and the blouses and all that a lot.","I've recently, _um_, tried to update my wardrobe, trying to put suits together that I can interchange, the, jackets and the blouses and all that a lot.",0.23076923076923078,0,5,1,0.0,0.19230769230769232,0.038461538461538464,26,0.23076923076923078,0,5,1,0.0,0.19230769230769232,0.038461538461538464,26,0.18518518518518517,0,5,0,0.0,0.18518518518518517,0.0,27,0.18518518518518517,0,5,0,0.0,0.18518518518518517,0.0,27
sw02008_A_75.wav,"This is pretty un- unseasonal, but um, at least you, you know, it it's it feels good. It gets uh everybody's doesn't have cabin fever today. It's nice to get","This is pretty un- unseasonal, but um, at least you, you know, it it's it feels good. It gets uh everybody's doesn't have cabin fever today. It's nice to get",sw2008_a_75,"This is pretty unseasonal, but, at least, we, it feels good, it gets, everybody doesn't have cabin fever today. It's nice to get, out and about.","This is pretty _un-_ _, _ unseasonal, but, _uh_, at least, we, _you_ _know_ _, _ _it_ _, _ _it_ _, _ it feels good, it gets, _uh_, everybody doesn't have cabin fever today. It's nice to get, out and about.",0.46153846153846156,2,3,7,0.07692307692307693,0.11538461538461539,0.2692307692307692,26,0.46153846153846156,2,3,7,0.07692307692307693,0.11538461538461539,0.2692307692307692,26,0.21212121212121213,4,3,0,0.12121212121212122,0.09090909090909091,0.0,33,0.21212121212121213,4,3,0,0.12121212121212122,0.09090909090909091,0.0,33
sw02008_B_18.wav,"So I I predominantly wear flat shoes. Um, you know, in the winter I wear sweaters, in the summer I, you know, I like one-piece dresses, short sleeves, things.","So I I predominantly wear flat shoes, um, you know, in the winter I wear sweaters, in the summer I, you know, I like one-piece dresses, short sleeves, things",sw2008_b_18,"So, I predominantly wear flat shoes. in the winter I wear sweaters, in summer I like one piece dresses, short sleeves, things like that.","So, I predominantly wear flat shoes. _Um_ _, _ _you_ _know_ _, _ in the winter I wear sweaters, in summer _I_ _, _ _you_ _know_ _, _ I like one piece dresses, short sleeves, things like that.",0.5,1,3,8,0.041666666666666664,0.125,0.3333333333333333,24,0.5,1,3,8,0.041666666666666664,0.125,0.3333333333333333,24,0.2,1,3,2,0.03333333333333333,0.1,0.06666666666666667,30,0.2,1,3,2,0.03333333333333333,0.1,0.06666666666666667,30
sw02008_B_2.wav,"Um, let's see, what did I wear to work today? Um, actually, I wore corduroy shorts with a white blouse, um, and flat shoes.","Um, let's see, what did I wear to work today? Um, actually, I wore corduroy shorts with a white blouse, um, and flat shoes.",sw2008_b_2,"let's see. What did I wear to work today, actually I wore corduroy shorts with a white blouse, and flat shoes.","_Um_, let's see. What did I wear to work today? _Um_, actually I wore corduroy shorts with a white blouse, _um_, and flat shoes.",0.14285714285714285,0,0,3,0.0,0.0,0.14285714285714285,21,0.14285714285714285,0,0,3,0.0,0.0,0.14285714285714285,21,0.0,0,0,0,0.0,0.0,0.0,24,0.0,0,0,0,0.0,0.0,0.0,24
sw02008_B_48.wav,"In fact, I just bought or I just got a new outfit as a gift that um it's one of those skorts, you know, it's shorts, but it looks like a","In fact, I just bought, uh, I just got a new outfit as a gift that, um, it's one of those skorts, you know, the- it's shorts but it looks like a",sw2008_b_48,"In fact, I just got a new outfit as a gift that, it's one of those skorts, th-, it's shorts but it looks like a skirt.","In fact, _I_ _just_ _bought_ _, _ _I_ _, _ I just got a new outfit as a gift that, _um_, it's one of those skorts, _you_ _know_, th-, it's shorts but it looks like a skirt.",0.3076923076923077,1,1,6,0.038461538461538464,0.038461538461538464,0.23076923076923078,26,0.34615384615384615,1,1,7,0.038461538461538464,0.038461538461538464,0.2692307692307692,26,0.09090909090909091,1,2,0,0.030303030303030304,0.06060606060606061,0.0,33,0.09090909090909091,2,1,0,0.06060606060606061,0.030303030303030304,0.0,33
sw02008_B_6.wav,"um, I do vary. Um, you know, I wear suits, I wear skirts and sweaters. On occasion, I can wear jeans. Um,","um, I do vary. Um, you know, I wear suits, I wear skirts and sweaters. On occasion, I can wear jeans. Um,",sw2008_b_6,"I do vary. I wear suits, I wear skirts and sweaters. On occasion I can wear jeans, how about you?","_Um_, I do vary. _Um_ _, _ _you_ _know_ _, _ I wear suits, I wear skirts and sweaters. On occasion I can wear jeans. _Um_, how about you?",0.35,1,2,4,0.05,0.1,0.2,20,0.35,1,2,4,0.05,0.1,0.2,20,0.12,0,3,0,0.0,0.12,0.0,25,0.12,0,3,0,0.0,0.12,0.0,25
sw02008_B_62.wav,"Yeah, yeah. So I, you know, like right now, today I was in about, you know,","Yeah, yeah, so I, you know, like right now, today was in about, you know,",sw2008_b_62,"So, I'm, right now, today was in about the fifties.","_Yeah_ _. _ _Yeah_ _. _ So, I'm, _you_ _know_, _like_ right now, today was in about _, _ _you_ _know_ _, _ the fifties.",0.9,3,0,6,0.3,0.0,0.6,10,0.8,3,0,5,0.3,0.0,0.5,10,0.23529411764705882,1,2,1,0.058823529411764705,0.11764705882352941,0.058823529411764705,17,0.17647058823529413,1,2,0,0.058823529411764705,0.11764705882352941,0.0,17
sw02010_A_23.wav,"Well, the interesting thing was is I'd heard that and I I I tend to I think overreact occasionally when somebody tells me it's that great and and it was the thing is it was it was","Well, the interesting thing was is I'd heard that and I I I tend I think overreact occasionally when somebody tells me it's that great and and it was the thing is it was it was",sw2010_a_23,"the interesting thing is I had heard that, and I tend to overreact occasionally when somebody tells me it's that great. and the thing is, it was a good story.","_Well_, the interesting thing _was_ is I had heard that, and _I_ _, _ _I_ _, _ I tend to _, _ _I_ _think_ _, _ overreact occasionally when somebody tells me it's that great. _And_ _, _ and _it_ _was_ _, _ the thing is, _it_ _was_ _, _ it was a good story.",0.4666666666666667,3,2,9,0.1,0.06666666666666667,0.3,30,0.4666666666666667,4,2,8,0.13333333333333333,0.06666666666666667,0.26666666666666666,30,0.12195121951219512,1,4,0,0.024390243902439025,0.0975609756097561,0.0,41,0.14634146341463414,1,5,0,0.024390243902439025,0.12195121951219512,0.0,41
sw02010_B_22.wav,"True, I agree with that. Um, I I noticed yesterday in the paper something said that it I think it's been nominated for 12 awards and and all the critics initially said that, you know, it wouldn't go anywhere, that it was just going to be a dud. So it it has surprised everybody.","True, I agree with that. Um, I I noticed yesterday in the paper something said that it I think it's been nominated for 12 awards and and all the critics initially said that, you know, it wouldn't go anywhere, that it was just going to be a dud. So it it has surprised everybody.",sw2010_b_22,"I agree with that, I noticed yesterday in the paper, something said that it, I think it's been nominated for twelve awards and all the critics initially said that it wouldn't go anywhere, that it was just going to be a dud. So, it has surprised everybody.","I agree with that. _Um_, _I_ _, _ I noticed yesterday in the paper, something said that it, I think it's been nominated for twelve awards _and_ _, _ and all the critics initially said that _, _ _you_ _know_ _, _ it wouldn't go anywhere, that it was just going to be a dud. So, _it_ _, _ it has surprised everybody.",0.1702127659574468,1,0,7,0.02127659574468085,0.0,0.14893617021276595,47,0.1702127659574468,1,0,7,0.02127659574468085,0.0,0.14893617021276595,47,0.03773584905660377,1,0,1,0.018867924528301886,0.0,0.018867924528301886,53,0.03773584905660377,1,0,1,0.018867924528301886,0.0,0.018867924528301886,53
